event_time_utc,event_type,symbol,source,direction,entry_price,exit_price,sl,tp1,tp2,quantity,notional_irt,pnl_irt,balance_after_irt,exit_reason
2026-09-15T18:46:12.992485+00:00,open,GRAMIRT,ICT/SMC Scalp Pro,long,303218.0,,300484.76159977925,307317.85760033113,311417.7152006623,0.65959,200000.0,,,
2026-09-15T18:46:14.939671+00:00,close,HBARIRT,Supertrend+ADX,short,17881.0,17353.67878816068,,,,16.7775,,8847.131631634196,3887735.831394666,TP1
2026-09-15T18:46:18.091038+00:00,open,HBARIRT,ICT/SMC Scalp Pro,long,17169.5,,16881.490202923826,17601.51469561426,18033.529391228523,11.6485,200000.0,,,
2026-09-15T18:46:20.056041+00:00,close,LINKIRT,Supertrend+ADX,long,2596873.5,2540545.401519144,,,,0.1155,,-6505.8953745388735,3881229.936020127,SL
2026-09-15T18:46:20.425788+00:00,close,LINKIRT,Supertrend+ADX,long,2596873.5,2540545.401519144,,,,0.1155,,-6505.8953745388735,3874724.040645588,SL
2026-09-15T18:46:22.142749+00:00,close,LINKIRT,ICT/SMC Scalp Pro,long,2544076.0,2544076.0,,,,0.0393,,0.0,3874724.040645588,SL
2026-09-15T18:46:25.733447+00:00,open,LINKIRT,ICT/SMC Scalp Pro,long,2527547.5,,2489004.4355310854,2585362.0967033724,2643176.6934067444,0.0791,200000.0,,,
2026-09-15T18:46:32.400507+00:00,open,PEPEIRT,ICT/SMC Scalp Pro,long,0.76302,,0.7465310938720067,0.7877533591919902,0.8124867183839802,262116.3,200000.0,,,
2026-09-15T18:46:34.644476+00:00,close,SEIIRT,ICT/SMC Scalp Pro,long,9856.5,9856.5,,,,10.1,,0.0,3874724.040645588,SL
2026-09-15T18:46:38.490552+00:00,close,SHIBIRT,ICT/SMC Scalp Pro,long,1.1599499999999998,1.1599499999999998,,,,86210.6,,0.0,3874724.040645588,SL
2026-09-15T18:46:41.645008+00:00,open,SHIBIRT,ICT/SMC Scalp Pro,long,1.14695,,1.1291419285540478,1.1736621071689282,1.200374214337856,174375.5,200000.0,,,
2026-09-15T18:46:43.944140+00:00,close,SOLIRT,ICT/SMC Scalp Pro,long,22564654.0,22564654.0,,,,0.004,,0.0,3874724.040645588,SL
2026-09-15T18:46:47.378323+00:00,open,SOLIRT,ICT/SMC Scalp Pro,long,22368869.0,,22093560.580662258,22781831.629006617,23194794.25801323,0.008,200000.0,,,
2026-09-15T18:46:49.381599+00:00,close,SUIIRT,ICT/SMC Scalp Pro,long,158818.0,158818.0,,,,0.6297,,0.0,3874724.040645588,SL
2026-09-15T18:46:52.727738+00:00,open,SUIIRT,ICT/SMC Scalp Pro,long,157388.0,,154881.4932762663,161147.76008560057,164907.52017120115,1.2707,200000.0,,,
2026-09-15T18:46:55.441036+00:00,close,TIAIRT,ICT/SMC Scalp Pro,long,77398.0,76308.96779386782,,,,1.292,,-1407.0296103227747,3873317.0110352654,SL
2026-09-15T18:46:55.808941+00:00,close,TIAIRT,ICT/SMC Scalp Pro,long,77398.0,76308.96779386782,,,,1.292,,-1407.0296103227747,3871909.9814249426,SL
2026-09-15T18:47:02.026386+00:00,open,TRBIRT,Supertrend+ADX,long,3803003.5,,3668231.126698046,4005162.05995293,4207320.619905861,0.1577,600000.0,,,
2026-09-15T18:47:07.930401+00:00,close,WIFIRT,ICT/SMC Scalp Pro,long,41088.0,40500.59264027328,,,,2.43,,-1427.3998841359291,3870482.5815408067,SL
2026-09-15T18:47:08.322581+00:00,close,WIFIRT,ICT/SMC Scalp Pro,long,41088.0,40500.59264027328,,,,2.43,,-1427.3998841359291,3869055.1816566708,SL
2026-09-15T18:47:11.173525+00:00,open,WIFIRT,ICT/SMC Scalp Pro,long,40260.0,,39495.40052665552,41406.89921001672,42553.79842003345,4.96,200000.0,,,
2026-09-15T19:16:19.576835+00:00,open,SEIIRT,ICT/SMC Scalp Pro,long,9755.5,,9607.473701141766,9977.53944828735,10199.578896574702,20.5,200000.0,,,
2026-09-15T19:30:55.449222+00:00,close,DOGEIRT,ICT/SMC Scalp Pro,long,18308.0,18661.100357121337,,,,5.46,,1927.9279498824992,3870983.1096065533,TP1
2026-09-15T19:31:00.792459+00:00,close,ETHIRT,ICT/SMC Scalp Pro,long,547616875.0,557834995.180748,,,,0.000182,,1859.6978728961335,3872842.8074794495,TP1
2026-09-15T20:31:43.558468+00:00,open,XRPIRT,ICT/SMC Scalp Pro,long,294336.0,,286023.5440572158,306804.68391417636,319273.36782835267,0.6,200000.0,,,
2026-09-15T21:01:16.848927+00:00,close,GRAMIRT,ICT/SMC Scalp Pro,long,303218.0,307317.85760033113,,,,0.32979,,1352.092038013204,3874194.8995174626,TP1
2026-09-15T21:16:07.624322+00:00,open,NOTIRT,ICT/SMC Scalp Pro,long,100.05,,98.17530296439061,102.86204555341406,105.67409110682816,1999.0,200000.0,,,
2026-09-15T22:15:52.631352+00:00,close,FLOKIIRT,ICT/SMC Scalp Pro,long,5.42944,5.35623080773436,,,,18418.1,,-1348.3742240677705,3872846.525293395,SL
2026-09-15T22:15:53.098626+00:00,close,FLOKIIRT,ICT/SMC Scalp Pro,long,5.42944,5.35623080773436,,,,18418.1,,-1348.3742240677705,3871498.1510693273,SL
2026-09-15T22:16:07.339104+00:00,close,NOTIRT,ICT/SMC Scalp Pro,long,100.05,98.17530296439061,,,,999.5,,-1873.7596870915822,3869624.3913822356,SL
2026-09-15T22:16:07.727129+00:00,close,NOTIRT,ICT/SMC Scalp Pro,long,100.05,98.17530296439061,,,,999.5,,-1873.7596870915822,3867750.631695144,SL
2026-09-15T23:16:11.321043+00:00,close,PEPEIRT,ICT/SMC Scalp Pro,long,0.76302,0.7877533591919902,,,,131058.1,,3241.5070623197653,3870992.1387574635,TP1
2026-09-15T23:16:35.849187+00:00,close,WIFIRT,ICT/SMC Scalp Pro,long,40260.0,41406.89921001672,,,,2.48,,2844.310040841474,3873836.448798305,TP1
2026-09-16T00:01:52.286844+00:00,open,TRBIRT,ICT/SMC Scalp Pro,short,3800994.5,,3848048.8064293,3730413.04035605,3659831.5807120996,0.0526,200000.0,,,
2026-09-16T00:31:33.438499+00:00,close,TRBIRT,ICT/SMC Scalp Pro,short,3800994.5,3848048.8064293,,,,0.0263,,-1237.5282590905897,3872598.9205392143,SL
2026-09-16T00:31:34.035562+00:00,close,TRBIRT,ICT/SMC Scalp Pro,short,3800994.5,3848048.8064293,,,,0.0263,,-1237.5282590905897,3871361.3922801237,SL
2026-09-16T01:01:10.047819+00:00,close,GRAMIRT,ICT/SMC Scalp Pro,long,303218.0,303218.0,,,,0.3298,,0.0,3871361.3922801237,SL
2026-09-16T01:16:27.892810+00:00,open,TRXIRT,ICT/SMC Scalp Pro,long,76675.5,,76491.05295003056,76952.17057495414,77228.84114990832,2.6,200000.0,,,
2026-09-16T01:46:26.253340+00:00,close,TRXIRT,ICT/SMC Scalp Pro,long,76675.5,76952.17057495414,,,,1.3,,359.6717474403864,3871721.064027564,TP1
2026-09-16T01:46:26.884441+00:00,close,TRXIRT,ICT/SMC Scalp Pro,long,76675.5,76675.5,,,,1.3,,0.0,3871721.064027564,SL
2026-09-16T02:00:50.942803+00:00,close,ADAIRT,Supertrend+ADX,long,46008.5,44492.51830499822,,,,6.520534,,-9885.01018563672,3861836.0538419276,SL
2026-09-16T02:00:51.448512+00:00,close,ADAIRT,Supertrend+ADX,long,46008.5,44492.51830499822,,,,6.520534,,-9885.01018563672,3851951.043656291,SL
2026-09-16T02:00:53.520680+00:00,close,ADAIRT,ICT/SMC Scalp Pro,long,45400.5,44636.151651318316,,,,2.202618,,-1683.5674310765537,3850267.4762252145,SL
2026-09-16T02:00:53.909369+00:00,close,ADAIRT,ICT/SMC Scalp Pro,long,45400.5,44636.151651318316,,,,2.202618,,-1683.5674310765537,3848583.908794138,SL
2026-09-16T02:01:04.059787+00:00,close,DOGEIRT,ICT/SMC Scalp Pro,long,18308.0,18308.0,,,,5.46,,0.0,3848583.908794138,SL
2026-09-16T02:01:26.478255+00:00,open,NOTIRT,ICT/SMC Scalp Pro,long,97.25,,95.87863738347437,99.30704392478843,101.36408784957688,2056.5,200000.0,,,
2026-09-16T02:01:44.740874+00:00,open,TIAIRT,ICT/SMC Scalp Pro,long,74354.0,,73472.23931679978,75676.64102480034,76999.28204960065,2.6898,200000.0,,,
2026-09-16T02:01:57.405548+00:00,open,XLMIRT,ICT/SMC Scalp Pro,long,40281.399999999994,,39674.25934167779,41192.1109874833,42102.8219749666,4.965,200000.0,,,
2026-09-16T03:15:35.814407+00:00,close,ARBIRT,ICT/SMC Scalp Pro,short,35609.5,35609.5,,,,2.8082,,-0.0,3848583.908794138,SL
2026-09-16T03:30:51.289586+00:00,open,DOGEIRT,ICT/SMC Scalp Pro,long,18518.0,,18352.957801643362,18765.563297534954,19013.126595069913,10.8,200000.0,,,
2026-09-16T04:31:28.807139+00:00,close,TIAIRT,ICT/SMC Scalp Pro,long,74354.0,75676.64102480034,,,,1.3449,,1778.819914253974,3850362.728708392,TP1
2026-09-16T06:45:46.995059+00:00,open,DOGSIRT,ICT/SMC Scalp Pro,short,10.705,,10.79733258084782,10.566501128728271,10.42800225745654,18682.8,200000.0,,,
2026-09-16T06:46:00.607544+00:00,close,LINKIRT,ICT/SMC Scalp Pro,long,2527547.5,2489004.4355310854,,,,0.0395,,-1522.4510465221283,3848840.27766187,SL
2026-09-16T06:46:00.943797+00:00,close,LINKIRT,ICT/SMC Scalp Pro,long,2527547.5,2489004.4355310854,,,,0.0396,,-1526.30535296902,3847313.9723089007,SL
2026-09-16T06:46:13.970776+00:00,close,SHIBIRT,ICT/SMC Scalp Pro,long,1.14695,1.1291419285540478,,,,87187.7,,-1552.6447908082368,3845761.3275180925,SL
2026-09-16T06:46:14.323643+00:00,close,SHIBIRT,ICT/SMC Scalp Pro,long,1.14695,1.1291419285540478,,,,87187.8,,-1552.6465716153816,3844208.680946477,SL
2026-09-16T07:00:57.065089+00:00,open,ARBIRT,ICT/SMC Scalp Pro,short,35033.0,,36094.723893665476,33440.414159501786,31847.828319003565,5.7089,200000.0,,,
2026-09-16T07:16:05.716377+00:00,open,LINKIRT,ICT/SMC Scalp Pro,long,2488946.5,,2465806.9997414765,2523655.750387785,2558365.000775571,0.0803,200000.0,,,
2026-09-16T07:31:21.483422+00:00,open,SHIBIRT,ICT/SMC Scalp Pro,long,1.1213000000000002,,1.1104883768270049,1.137517434759493,1.153734869518986,178364.3,200000.0,,,
2026-09-16T07:31:37.595699+00:00,open,TRBIRT,ICT/SMC Scalp Pro,long,3777634.0,,3747669.7377517903,3822580.393372315,3867526.78674463,0.0529,200000.0,,,
2026-09-16T07:45:43.884527+00:00,close,DOGEIRT,ICT/SMC Scalp Pro,long,18518.0,18352.957801643362,,,,5.4,,-891.2278711258427,3843317.453075351,SL
2026-09-16T07:45:44.257329+00:00,close,DOGEIRT,ICT/SMC Scalp Pro,long,18518.0,18352.957801643362,,,,5.4,,-891.2278711258427,3842426.225204225,SL
2026-09-16T07:46:11.870458+00:00,close,SEIIRT,ICT/SMC Scalp Pro,long,9755.5,9607.473701141766,,,,10.2,,-1509.8682483539912,3840916.356955871,SL
2026-09-16T07:46:12.188741+00:00,close,SEIIRT,ICT/SMC Scalp Pro,long,9755.5,9607.473701141766,,,,10.3,,-1524.6708782398148,3839391.686077631,SL
2026-09-16T08:00:58.405821+00:00,close,DOGSIRT,ICT/SMC Scalp Pro,short,10.705,10.566501128728271,,,,9341.4,,1293.7733560977272,3840685.459433729,TP1
2026-09-16T08:01:13.762289+00:00,close,LINKIRT,ICT/SMC Scalp Pro,long,2488946.5,2465806.9997414765,,,,0.0401,,-927.8939603667925,3839757.565473362,SL
2026-09-16T08:01:14.109486+00:00,close,LINKIRT,ICT/SMC Scalp Pro,long,2488946.5,2465806.9997414765,,,,0.0402,,-930.2079103926449,3838827.3575629694,SL
2026-09-16T08:01:26.225760+00:00,open,SEIIRT,ICT/SMC Scalp Pro,long,9608.0,,9537.355777519493,9713.966333720762,9819.932667441522,20.8,200000.0,,,
2026-09-16T08:15:37.432850+00:00,open,ADAIRT,ICT/SMC Scalp Pro,long,44429.0,,44009.53768631325,45058.193470530125,45687.38694106024,4.501564,200000.0,,,
2026-09-16T08:16:03.386564+00:00,close,NOTIRT,ICT/SMC Scalp Pro,long,97.25,95.87863738347437,,,,1028.2,,-1410.035042311653,3837417.322520658,SL
2026-09-16T08:16:03.884864+00:00,close,NOTIRT,ICT/SMC Scalp Pro,long,97.25,95.87863738347437,,,,1028.3,,-1410.1721785733052,3836007.1503420845,SL
2026-09-16T08:16:07.246091+00:00,open,NOTIRT,ICT/SMC Scalp Pro,long,95.65,,94.63975905269969,97.16536142095049,98.68072284190096,2090.9,200000.0,,,
2026-09-16T08:16:33.078630+00:00,close,TRBIRT,ICT/SMC Scalp Pro,long,3777634.0,3747669.7377517903,,,,0.0264,,-791.0565233527354,3835216.0938187316,SL
2026-09-16T08:16:33.580459+00:00,close,TRBIRT,ICT/SMC Scalp Pro,long,3777634.0,3747669.7377517903,,,,0.0265,,-794.0529495775564,3834422.040869154,SL
2026-09-16T08:16:37.473030+00:00,open,TRBIRT,ICT/SMC Scalp Pro,long,3746373.5,,3715482.866146657,3792709.4507800145,3839045.4015600285,0.0533,200000.0,,,
2026-09-16T08:30:49.270006+00:00,close,BTCIRT,ICT/SMC Scalp Pro,long,17444404516.5,17284950816.433575,,,,5.73e-06,,-913.6697013806171,3833508.3711677734,SL
2026-09-16T08:30:49.796055+00:00,close,BTCIRT,ICT/SMC Scalp Pro,long,17444404516.5,17284950816.433575,,,,5.73e-06,,-913.6697013806171,3832594.7014663927,SL
2026-09-16T08:30:52.911390+00:00,open,BTCIRT,ICT/SMC Scalp Pro,long,17290166201.5,,17214665569.66022,17403417149.25967,17516668097.019337,1.156e-05,200000.0,,,
2026-09-16T08:30:56.256978+00:00,open,DOGEIRT,ICT/SMC Scalp Pro,long,18200.0,,18068.088220311307,18397.867669533043,18595.735339066083,10.98,200000.0,,,
2026-09-16T08:30:58.747072+00:00,close,DOGSIRT,ICT/SMC Scalp Pro,short,10.705,10.42800225745654,,,,9341.4,,2587.5467121954707,3835182.248178588,TP2
2026-09-16T08:31:02.126266+00:00,open,DOGSIRT,ICT/SMC Scalp Pro,long,10.309999999999999,,10.185415647464126,10.496876528803808,10.683753057607616,19398.6,200000.0,,,
2026-09-16T08:31:04.362671+00:00,close,ETHIRT,ICT/SMC Scalp Pro,long,547616875.0,547616875.0,,,,0.000182,,0.0,3835182.248178588,SL
2026-09-16T08:31:27.642970+00:00,close,SHIBIRT,ICT/SMC Scalp Pro,long,1.1213000000000002,1.1104883768270049,,,,89182.1,,-964.2032589763871,3834218.044919612,SL
2026-09-16T08:31:28.137076+00:00,close,SHIBIRT,ICT/SMC Scalp Pro,long,1.1213000000000002,1.1104883768270049,,,,89182.1,,-964.2032589763871,3833253.8416606355,SL
2026-09-16T08:31:37.687130+00:00,close,TIAIRT,ICT/SMC Scalp Pro,long,74354.0,74354.0,,,,1.3449,,0.0,3833253.8416606355,SL
2026-09-16T09:15:43.892864+00:00,close,BTCIRT,ICT/SMC Scalp Pro,long,17290166201.5,17403417149.25967,,,,5.78e-06,,654.590478050894,3833908.4321386865,TP1
2026-09-16T09:45:35.822134+00:00,close,ARBIRT,ICT/SMC Scalp Pro,short,35033.0,36094.723893665476,,,,2.8544,,-3030.584682078734,3830877.847456608,SL
2026-09-16T09:45:36.261518+00:00,close,ARBIRT,ICT/SMC Scalp Pro,short,35033.0,36094.723893665476,,,,2.8545,,-3030.6908544681005,3827847.15660214,SL
2026-09-16T10:16:04.215866+00:00,open,LINKIRT,ICT/SMC Scalp Pro,long,2484748.5,,2463668.438348081,2516368.5924778786,2547988.6849557566,0.0804,200000.0,,,
2026-09-16T11:01:25.021835+00:00,close,NOTIRT,ICT/SMC Scalp Pro,long,95.65,97.16536142095049,,,,1045.4,,1584.1588294616358,3829431.315431602,TP1
2026-09-16T11:01:26.072161+00:00,close,NOTIRT,ICT/SMC Scalp Pro,long,95.65,98.68072284190096,,,,1045.5,,3168.6207312074466,3832599.9361628094,TP2
2026-09-16T12:01:00.750419+00:00,close,DOGEIRT,ICT/SMC Scalp Pro,long,18200.0,18397.867669533043,,,,5.49,,1086.2935057364073,3833686.229668546,TP1
2026-09-16T12:30:57.784722+00:00,close,DOGSIRT,ICT/SMC Scalp Pro,long,10.309999999999999,10.185415647464126,,,,9699.3,,-1208.3810105511925,3832477.848657995,SL
2026-09-16T12:30:58.156235+00:00,close,DOGSIRT,ICT/SMC Scalp Pro,long,10.309999999999999,10.185415647464126,,,,9699.3,,-1208.3810105511925,3831269.467647444,SL
2026-09-16T12:31:25.575855+00:00,open,SHIBIRT,ICT/SMC Scalp Pro,long,1.1068500000000001,,1.0959266335607873,1.1232350496588193,1.1396200993176386,180692.9,200000.0,,,
2026-09-16T12:46:32.411128+00:00,close,TRBIRT,ICT/SMC Scalp Pro,long,3746373.5,3715482.866146657,,,,0.0266,,-821.6908604989197,3830447.7767869453,SL
2026-09-16T12:46:32.791438+00:00,close,TRBIRT,ICT/SMC Scalp Pro,long,3746373.5,3715482.866146657,,,,0.0267,,-824.7799238842541,3829622.996863061,SL
2026-09-16T13:15:38.581186+00:00,close,ADAIRT,ICT/SMC Scalp Pro,long,44429.0,44009.53768631325,,,,2.250782,,-944.1182253244955,3828678.8786377367,SL
2026-09-16T13:15:39.139894+00:00,close,ADAIRT,ICT/SMC Scalp Pro,long,44429.0,44009.53768631325,,,,2.250782,,-944.1182253244955,3827734.760412412,SL
2026-09-16T13:15:44.800144+00:00,open,ARBIRT,ICT/SMC Scalp Pro,short,39462.5,,40670.93078589187,37649.85382116219,35837.2076423244,5.0681,200000.0,,,
2026-09-16T13:15:51.132941+00:00,close,DOGEIRT,ICT/SMC Scalp Pro,long,18200.0,18200.0,,,,5.49,,0.0,3827734.760412412,SL
2026-09-16T13:16:00.241754+00:00,open,FLOKIIRT,ICT/SMC Scalp Pro,long,5.30818,,5.2716991955254375,5.362901206711844,5.417622413423687,37677.6,200000.0,,,
2026-09-16T13:16:06.501381+00:00,close,HBARIRT,ICT/SMC Scalp Pro,long,17169.5,16881.490202923826,,,,5.8242,,-1677.4266601310553,3826057.333752281,SL
2026-09-16T13:16:06.944459+00:00,close,HBARIRT,ICT/SMC Scalp Pro,long,17169.5,16881.490202923826,,,,5.8243,,-1677.4554611107628,3824379.87829117,SL
2026-09-16T13:31:10.114767+00:00,open,HBARIRT,ICT/SMC Scalp Pro,long,16889.0,,16772.059167838317,17064.411248242523,17239.82249648505,11.842,200000.0,,,
2026-09-16T13:31:13.080272+00:00,close,LINKIRT,ICT/SMC Scalp Pro,long,2484748.5,2463668.438348081,,,,0.0402,,-847.4184784071452,3823532.459812763,SL
2026-09-16T13:31:13.600287+00:00,close,LINKIRT,ICT/SMC Scalp Pro,long,2484748.5,2463668.438348081,,,,0.0402,,-847.4184784071452,3822685.041334356,SL
2026-09-16T13:31:40.135245+00:00,open,TRBIRT,ICT/SMC Scalp Pro,long,3755730.5,,3717027.130459535,3813785.5543106976,3871840.6086213957,0.0532,200000.0,,,
2026-09-16T13:45:56.122311+00:00,close,HBARIRT,Supertrend+ADX,short,17881.0,16826.35757632136,,,,16.7776,,17694.368727510762,3840379.410061867,TP2
2026-09-16T13:45:57.929735+00:00,close,HBARIRT,ICT/SMC Scalp Pro,long,16889.0,16772.059167838317,,,,5.921,,-692.4066672293246,3839687.0033946377,SL
2026-09-16T13:45:58.310075+00:00,close,HBARIRT,ICT/SMC Scalp Pro,long,16889.0,16772.059167838317,,,,5.921,,-692.4066672293246,3838994.5967274085,SL
2026-09-16T14:01:15.806271+00:00,open,LINKIRT,Supertrend+ADX,long,2459045.0,,2413443.4555140412,2527447.3167289384,2595849.6334578763,0.2439,600000.0,,,
2026-09-16T14:15:38.301327+00:00,close,ARBIRT,ICT/SMC Scalp Pro,short,39462.5,37649.85382116219,,,,2.534,,4593.245417175003,3843587.8421445834,TP1
2026-09-16T14:15:51.030453+00:00,close,FLOKIIRT,ICT/SMC Scalp Pro,long,5.30818,5.2716991955254375,,,,18838.8,,-687.2545793353897,3842900.587565248,SL
2026-09-16T14:15:51.516409+00:00,close,FLOKIIRT,ICT/SMC Scalp Pro,long,5.30818,5.2716991955254375,,,,18838.8,,-687.2545793353897,3842213.3329859124,SL
2026-09-16T14:15:55.298491+00:00,open,FLOKIIRT,ICT/SMC Scalp Pro,long,5.263199999999999,,5.222416854267809,5.324374718598284,5.385549437196568,37999.6,200000.0,,,
2026-09-16T14:16:01.799246+00:00,open,HBARIRT,ICT/SMC Scalp Pro,long,16705.0,,16564.934797341724,16915.097803987413,17125.19560797483,11.9724,200000.0,,,
2026-09-16T14:16:12.621557+00:00,close,SEIIRT,ICT/SMC Scalp Pro,long,9608.0,9537.355777519493,,,,10.4,,-734.6999137972715,3841478.633072115,SL
2026-09-16T14:16:13.122979+00:00,close,SEIIRT,ICT/SMC Scalp Pro,long,9608.0,9537.355777519493,,,,10.4,,-734.6999137972715,3840743.9331583176,SL
2026-09-16T14:16:16.360474+00:00,open,SEIIRT,ICT/SMC Scalp Pro,long,9534.5,,9457.557442185538,9649.913836721693,9765.327673443386,20.9,200000.0,,,
2026-09-16T14:16:23.875480+00:00,open,SOLIRT,Supertrend+ADX,long,22279453.5,,21934247.835486118,22797261.99677082,23315070.493541643,0.026,600000.0,,,
2026-09-16T14:16:29.465845+00:00,open,TIAIRT,ICT/SMC Scalp Pro,long,75011.0,,74192.94264590101,76238.08603114849,77465.17206229697,2.6662,200000.0,,,
2026-09-16T14:32:12.769919+00:00,open,TRXIRT,ICT/SMC Scalp Pro,short,76852.5,,76993.34743036362,76641.22885445457,76429.95770890915,2.6,200000.0,,,
2026-09-16T14:46:26.685763+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,76852.5,76993.34743036362,,,,1.3,,-183.1016594727029,3840560.831498845,SL
2026-09-16T14:46:27.133009+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,76852.5,76993.34743036362,,,,1.3,,-183.1016594727029,3840377.7298393724,SL
2026-09-16T15:01:21.328152+00:00,close,PEPEIRT,ICT/SMC Scalp Pro,long,0.76302,0.76302,,,,131058.1,,0.0,3840377.7298393724,SL
2026-09-16T15:01:28.398950+00:00,close,SHIBIRT,ICT/SMC Scalp Pro,long,1.1068500000000001,1.0959266335607873,,,,90346.4,,-986.8868336636923,3839390.843005709,SL
2026-09-16T15:01:28.865473+00:00,close,SHIBIRT,ICT/SMC Scalp Pro,long,1.1068500000000001,1.0959266335607873,,,,90346.5,,-986.8879260003363,3838403.9550797087,SL
2026-09-16T15:01:43.200636+00:00,open,TIAIRT,Supertrend+ADX,long,74861.0,,73258.98571861323,77264.02142208014,79667.0428441603,8.0148,600000.0,,,
2026-09-16T15:01:49.334304+00:00,close,TRBIRT,ICT/SMC Scalp Pro,long,3755730.5,3717027.130459535,,,,0.0266,,-1029.5096297763707,3837374.4454499325,SL
2026-09-16T15:01:49.738932+00:00,close,TRBIRT,ICT/SMC Scalp Pro,long,3755730.5,3717027.130459535,,,,0.0266,,-1029.5096297763707,3836344.9358201562,SL
2026-09-16T15:16:28.635662+00:00,open,TRXIRT,ICT/SMC Scalp Pro,short,77023.0,,77163.819821736,76811.77026739599,76600.54053479199,2.59,200000.0,,,
2026-09-16T15:46:30.214235+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,77023.0,77163.819821736,,,,1.29,,-181.6575700394453,3836163.278250117,SL
2026-09-16T15:46:31.137346+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,77023.0,77163.819821736,,,,1.29,,-181.6575700394453,3835981.6206800775,SL
2026-09-16T15:46:34.970037+00:00,open,TRXIRT,ICT/SMC Scalp Pro,short,77194.5,,77336.41031628294,76981.63452557559,76768.76905115116,2.59,200000.0,,,
2026-09-16T16:01:14.732884+00:00,close,HBARIRT,ICT/SMC Scalp Pro,long,16705.0,16564.934797341724,,,,5.9862,,-838.4583161529698,3835143.1623639246,SL
2026-09-16T16:01:15.193222+00:00,close,HBARIRT,ICT/SMC Scalp Pro,long,16705.0,16564.934797341724,,,,5.9862,,-838.4583161529698,3834304.7040477716,SL
2026-09-16T16:01:46.999634+00:00,open,TRBIRT,ICT/SMC Scalp Pro,long,3722439.0,,3670329.629163267,3800603.0562551,3878767.1125101997,0.0537,200000.0,,,
2026-09-16T16:01:48.897435+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,77194.5,77336.41031628294,,,,1.29,,-183.06430800499453,3834121.6397397667,SL
2026-09-16T16:01:49.440444+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,77194.5,77336.41031628294,,,,1.29,,-183.06430800499453,3833938.575431762,SL
2026-09-16T16:16:29.338568+00:00,open,TRXIRT,ICT/SMC Scalp Pro,short,77317.0,,77467.82084380223,77090.76873429667,76864.53746859332,2.58,200000.0,,,
2026-09-16T16:30:47.215749+00:00,close,ARBIRT,ICT/SMC Scalp Pro,short,39462.5,35837.2076423244,,,,2.5341,,9186.853363585738,3843125.4287953475,TP2
2026-09-16T16:31:38.094992+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,77317.0,77467.82084380223,,,,1.29,,-194.5588885048723,3842930.8699068427,SL
2026-09-16T16:31:38.484195+00:00,close,TRXIRT,ICT/SMC Scalp Pro,short,77317.0,77467.82084380223,,,,1.29,,-194.5588885048723,3842736.311018338,SL
2026-09-16T17:16:00.552648+00:00,open,NOTIRT,ICT/SMC Scalp Pro,long,96.55,,95.34214862361824,98.36177706457264,100.17355412914526,2071.4,200000.0,,,
2026-09-16T17:45:39.504892+00:00,open,ADAIRT,ICT/SMC Scalp Pro,long,43985.0,,43513.99555062136,44691.50667406796,45398.01334813594,4.547004,200000.0,,,
2026-09-16T17:45:49.521016+00:00,open,DOGEIRT,ICT/SMC Scalp Pro,long,18082.0,,17934.69298361254,18302.960524581194,18523.92104916239,11.06,200000.0,,,
2026-09-16T17:45:54.964762+00:00,open,ETHIRT,ICT/SMC Scalp Pro,long,546700056.5,,542644781.7211734,552782968.66824,558865880.8364797,0.000365,200000.0,,,
2026-09-16T17:45:57.785430+00:00,close,FLOKIIRT,ICT/SMC Scalp Pro,long,5.263199999999999,5.222416854267809,,,,18999.8,,-774.8716122824655,3841961.4394060555,SL
2026-09-16T17:45:58.202455+00:00,close,FLOKIIRT,ICT/SMC Scalp Pro,long,5.263199999999999,5.222416854267809,,,,18999.8,,-774.8716122824655,3841186.567793773,SL
2026-09-16T17:46:01.937616+00:00,open,FLOKIIRT,ICT/SMC Scalp Pro,long,5.208575,,5.162551212971891,5.277610680542162,5.346646361084325,38398.2,200000.0,,,
2026-09-16T18:15:34.176211+00:00,close,ADAIRT,ICT/SMC Scalp Pro,long,43985.0,44691.50667406796,,,,2.273502,,1606.2443365068582,3842792.81213028,TP1
2026-09-16T18:15:35.393702+00:00,close,ADAIRT,ICT/SMC Scalp Pro,long,43985.0,43985.0,,,,2.273502,,0.0,3842792.81213028,SL
2026-09-16T18:15:44.770467+00:00,close,DOGEIRT,ICT/SMC Scalp Pro,long,18082.0,18302.960524581194,,,,5.53,,1221.9117009340055,3844014.723831214,TP1
2026-09-16T18:15:50.299195+00:00,close,ETHIRT,ICT/SMC Scalp Pro,long,546700056.5,552782968.66824,,,,0.000182,,1107.0900146196711,3845121.8138458338,TP1
2026-09-16T18:15:51.010351+00:00,close,ETHIRT,ICT/SMC Scalp Pro,long,546700056.5,546700056.5,,,,0.000182,,0.0,3845121.8138458338,SL
2026-09-16T18:15:55.318092+00:00,close,FLOKIIRT,ICT/SMC Scalp Pro,long,5.208575,5.277610680542162,,,,19199.1,,1325.4229342970334,3846447.236780131,TP1
